,orig,ot
0,0.08809721464659401,0.1762327589750664
1,0.09016474961554528,0.25698988992890354
2,0.06830035541332198,0.18931071884762224
3,0.0814501116453868,0.3480428333554952
4,-0.08275784330145769,0.3971423324148557
5,0.12939204197379017,0.004591198241901586
6,-0.12626164356161043,0.17136956624422858
7,0.29562615655208313,0.39754336662918005
8,-0.2255084092382022,0.1520246850694576
9,0.05130588474963694,0.06038280534669806
10,0.17884733137734576,0.3798761906244715
11,0.14726340060965185,0.11357732971395472
12,0.19670035587426016,0.11211057052781966
13,-0.24342482107441815,-0.030053009581266353
14,0.42762231612569346,0.4898476771157436
15,0.18943217876069576,0.39739039009137367
16,0.04546001058676716,0.4746273077590001
17,0.10490468950298182,0.03580928935699247
18,-0.14850981629774854,0.20207446512840543
19,0.14988838141535216,0.22410652925678315
20,0.06423872383523903,-0.14402411984393204
21,0.2974771422674041,0.15939238708304554
22,0.2919903862690836,-0.0298773743145414
23,0.3573312668286227,0.08114361923998625
24,0.1023321152940311,-0.12288133743944336
25,0.21783534281260425,-0.0050200788093408034
26,0.2716527213346172,0.21095078049089183
27,0.12776045990177642,-0.011081882088387021
28,0.22481026614674487,0.16698309941127798
29,0.30431710685007995,0.2438004644560612
30,0.06963146295853717,0.27422068644513065
31,0.32113563384294935,-0.13967928147308126
32,0.018905466643155518,0.06106872135764018
33,0.16736619165941985,0.09823047782975416
34,0.2186856306094863,0.28631976085251754
35,0.33250208819157556,0.1319752202314783
36,0.08075099612368719,0.3490932620867845
37,0.2576521822283765,0.20293472134179968
38,0.3498345644761341,0.16972989943176026
39,-0.13206125205298003,0.18103436613073684
40,0.2154659489100305,0.24766250439598217
41,0.28644899474240354,0.47211510814103097
42,0.1844409864049898,0.27193061006023966
43,0.15982446955570842,0.22011818447618464
44,0.3281669497162462,0.24609315250983976
45,-0.0012286136101984347,0.19729886091740487
46,0.3007454060827515,0.2209127490424439
47,0.1881609087783916,0.3439944773587231
48,0.24368641247543593,0.3785111293515886
49,0.09220436511679093,0.24638295127650287
50,0.21954264304536777,0.08468281877570599
51,0.2576362666439514,0.14314427906110827
52,0.11816890475773713,0.050638422664857824
53,0.11463017518722399,0.16292111276341892
54,0.045688199768587845,0.09927025415805399
55,0.24726070126521066,0.0364084794149381
56,0.2722048684056517,0.039852971004372136
57,0.07264518490391977,0.1354963191930233
58,-0.1759214312085257,-0.007273872299411807
59,-0.013125485674922435,0.051763441141180755
60,0.14690460728601465,0.23207146425389605
61,0.1667810972930021,0.08208851749945492
62,0.2668280074029565,0.2550126656085062
63,0.1979953003781406,0.06823520329363723
64,0.2621064106659365,0.12803714130400123
65,0.2368287519832711,0.060746059542261484
66,0.19648591341099417,0.37990112155908984
67,-0.006194451556574944,-0.12154889363746339
68,0.3792262911609622,0.11751024741494129
69,0.10596118036943754,0.17609586609017586
70,0.1612717939649217,0.40696470820402186
71,0.14892531541283463,0.07565933871982991
72,-0.0032275151389556463,0.10681109609425697
73,0.33086427619590164,0.3293214447284443
74,0.31761200859164385,0.20093845958710627
75,0.05120993954884222,0.004156775284760383
76,0.08172593870813107,0.12716867170652024
77,-0.09911809545812543,0.11435827226574283
78,0.3904582185728492,0.08381921988953045
79,0.06073938156824798,0.22597627205794954
80,0.06670957576112926,0.12254686546234043
81,0.19939919179683954,0.11035145449750475
82,0.08238787944814517,-0.021361506900724917
83,0.18913145604979908,0.08479369740330582
84,-0.01018232539097851,0.17524571777619538
85,0.12093764603534707,0.2877191227438001
86,0.11914365621326482,0.1246048378902376
87,0.19378989422448525,0.38429290861501064
88,0.25305448314084605,0.2339610431812438
89,0.4553772594005365,0.39438155704179334
90,-0.2468939600873873,0.038082852174592556
91,0.2989706613228701,0.2906548023587516
92,-0.12809086826637,-0.17118836828198422
93,0.18920222227480987,0.35011322777934006
94,0.2622858250041582,0.21653214105418842
95,0.07856314972152732,0.30403893464536524
96,0.23511893790050822,-0.03042894180741148
97,-0.10186381083079511,-0.18606306621493912
98,0.027821104511658475,0.18924551089445657
99,0.09693792835957181,-0.05893209819812402
