,orig,ot,pearson,mse
0,0.3300393760946269,0.2989932938869877,0.23619877397167005,0.24594905765172945
1,0.12532285730680293,-0.0744337008791882,0.23619877397167005,0.24594905765172945
2,0.16623266080102478,0.37434019455271617,0.23619877397167005,0.24594905765172945
3,0.19527108671234178,0.2561353128117195,0.23619877397167005,0.24594905765172945
4,0.09419794828531765,0.2889381758966313,0.23619877397167005,0.24594905765172945
5,0.27986423689343043,0.033492066774631145,0.23619877397167005,0.24594905765172945
6,0.26427461871657376,0.006831573655206507,0.23619877397167005,0.24594905765172945
7,0.18010963684816889,0.35903993808913565,0.23619877397167005,0.24594905765172945
8,0.3543736624726064,0.2344408245639743,0.23619877397167005,0.24594905765172945
9,0.05963944072509366,-0.06392597651631969,0.23619877397167005,0.24594905765172945
10,0.06716341966807055,-0.018530400266425544,0.23894316565583104,0.25242139423796817
11,0.33150663311550677,0.023480380098853417,0.23894316565583104,0.25242139423796817
12,0.21414859605442763,0.2102782421096341,0.23894316565583104,0.25242139423796817
13,0.30525572258791517,0.23629434753750558,0.23894316565583104,0.25242139423796817
14,0.1595655899855954,0.32060666321497283,0.23894316565583104,0.25242139423796817
15,0.02046015181683303,0.29461299795307916,0.23894316565583104,0.25242139423796817
16,0.35640952019277444,0.2235211551859581,0.23894316565583104,0.25242139423796817
17,0.4703147170927802,0.270475221840837,0.23894316565583104,0.25242139423796817
18,0.22579432401644076,0.36884370197898375,0.23894316565583104,0.25242139423796817
19,-0.02982134040003245,0.4185321519097688,0.23894316565583104,0.25242139423796817
20,0.29408947230792626,-0.08803584466002008,0.2368550664819478,0.24976048647970567
21,0.06520470415951388,0.141197221685776,0.2368550664819478,0.24976048647970567
22,0.29007494706768727,0.06214057205147938,0.2368550664819478,0.24976048647970567
23,0.1674481639085587,0.08737281152725287,0.2368550664819478,0.24976048647970567
24,0.2751987493514187,0.2633711793035871,0.2368550664819478,0.24976048647970567
25,0.36746405943601274,0.2160699535895996,0.2368550664819478,0.24976048647970567
26,0.05106058498008399,0.15012968864896062,0.2368550664819478,0.24976048647970567
27,0.3002715212283601,0.312563254161325,0.2368550664819478,0.24976048647970567
28,0.19386821462245082,0.08928882574459082,0.2368550664819478,0.24976048647970567
29,0.16836921349848447,0.4501777372825362,0.2368550664819478,0.24976048647970567
30,0.3248835061240804,0.28211140135446156,0.23733166807465236,0.25609364409593854
31,0.24903078570372214,0.10251376110513015,0.23733166807465236,0.25609364409593854
32,0.11395327790607807,0.09288091055362074,0.23733166807465236,0.25609364409593854
33,0.39974920301950706,0.16645383433497044,0.23733166807465236,0.25609364409593854
34,-0.04937532956365632,0.26549394016645084,0.23733166807465236,0.25609364409593854
35,0.26971593870001215,-0.0007938873746005666,0.23733166807465236,0.25609364409593854
36,0.23642596267095922,0.5623794396690067,0.23733166807465236,0.25609364409593854
37,0.12427079721373589,0.2669046354586667,0.23733166807465236,0.25609364409593854
38,0.26621032099285186,0.4081302013910843,0.23733166807465236,0.25609364409593854
39,0.18264868385683455,0.1373093384819331,0.23733166807465236,0.25609364409593854
40,0.13036084523514663,-0.012117024120368143,0.23418719618013045,0.25009062497423157
41,0.15581520472683266,0.2308024145163351,0.23418719618013045,0.25009062497423157
42,0.3912453278983509,0.250159816840517,0.23418719618013045,0.25009062497423157
43,0.1779580743686967,0.17376049287114298,0.23418719618013045,0.25009062497423157
44,0.23574803301520503,0.1399119776987712,0.23418719618013045,0.25009062497423157
45,0.19624356784996583,0.21255290847419375,0.23418719618013045,0.25009062497423157
46,0.3035155722203504,0.1504844415304502,0.23418719618013045,0.25009062497423157
47,0.09002128647791097,0.2518444060352148,0.23418719618013045,0.25009062497423157
48,0.25079631328420543,0.2131978026533018,0.23418719618013045,0.25009062497423157
49,0.32197000529698677,0.21302848186313345,0.23418719618013045,0.25009062497423157
50,0.26007636105116505,0.1823873217046717,0.23359579680705428,0.25141216458933835
51,-0.0898938267759095,0.19201134119685187,0.23359579680705428,0.25141216458933835
