,orig,ot
0,0.3170036763700118,0.4822428033256223
1,0.40155840842265794,0.24170546301884008
2,0.09592419080150542,0.39315976152457915
3,0.18232165154815436,0.37698020304220115
4,0.3077476402969892,0.5242223918999456
5,0.11573666122604415,0.2695405011774531
6,0.41244015901610054,0.54131405183672
7,0.5385469162800386,0.2788396787972784
8,0.4812833903780835,0.5473727933355849
9,0.21074172658744833,0.4188041680918813
10,0.3834411579172202,0.49392373275763113
11,0.34943720259599054,0.36741433866232265
12,-0.0012876450305013825,0.1962485547852596
13,0.4410824545735355,0.23821246438021937
14,-0.0760185396686783,0.20616680817473096
15,0.5808441538658601,0.6614983623394431
16,0.2729915710645464,0.22829766792918355
17,0.11986471362178032,0.32536582876138825
18,0.443776136990674,0.5711020405748838
19,-0.09909368772213575,0.19902759160019182
20,0.311293162154463,0.31940748361532795
21,0.4255828713403477,0.4149664933723263
22,0.20445210627633517,0.3892046673761144
23,0.11099207342552758,0.4147517025908232
24,0.3417752980031155,0.32792800721742044
25,0.32756225365486663,0.5461559355790652
26,0.4702251724930631,0.2231407759702899
27,0.3611165059620803,0.48824853870533863
28,0.27120837757560645,0.15787751503201333
29,0.42253281484632815,0.5211663008409672
30,0.45425993137813536,0.2248105499208867
31,0.32098640953181345,0.4254330152697979
32,0.3174232643371487,0.32376402646454594
33,0.2904937522072262,0.26583991114296657
34,0.35266949405445264,0.4524070844181613
35,0.4192909569091659,0.2897274424988786
36,-0.12091744457198876,0.22792938696774293
37,0.5003976893957978,0.3555121065610137
38,0.571203742914921,0.5132528650345464
39,0.21852507128160883,0.2676075972160575
40,0.10815838903746287,0.059031248732570714
41,0.05308985233626654,0.10350820674443752
42,0.40645706060152753,0.38969533546265733
43,0.2871853985250267,0.42345957224461617
44,0.331506080734103,0.3929476811456752
45,0.24218988609775094,0.1686782338953337
46,0.07623458760264953,0.38180706453904584
47,0.02716632571376622,0.22931496975891974
48,0.3718174099354437,0.34009044676740663
49,0.25846386185448705,0.2876720889521353
50,0.32471020544041546,0.07059804935871887
51,0.15710798119956287,0.22166709899103726
52,0.20308555554041904,0.12018797806322991
53,0.2110853552005487,0.44799320427682493
54,0.41802402130241323,0.3773280113403373
55,0.23079530656351158,0.26266094276213325
56,0.27294111564375134,0.40303457949643917
57,0.22837690249991158,0.17803089072519881
58,0.14821157904154852,0.3148519450485816
59,0.11605881134307076,0.388871489474768
60,0.23803187567660897,0.4968387196329575
61,0.10697564113002897,0.27911468163888636
62,0.35853864343640535,0.4081718315593628
63,0.2819929326112188,0.2515970198050823
64,0.3349642215531179,0.3570910221601101
65,0.30757543289947137,0.4815250717037311
66,-0.06323864631851926,0.3708998450514501
67,0.1852936133154756,0.2710714808568949
68,0.13553928601827972,0.2281299590246392
69,0.200746113965612,0.15512713593129177
70,0.47838890592817596,0.511870245038152
71,0.3723544663923918,0.264509600987233
72,0.025722344780471598,0.12764027705428152
73,0.34850936313083747,0.3985704962297756
74,0.09864996701632524,0.3641734156418719
75,0.3525184625059605,0.5846075824875581
76,0.0438431761526385,0.4675878325556955
77,0.39124142931180905,0.43458289395193805
78,0.42582755740949507,0.37981260892486984
79,0.27546696189265124,0.49875024499023524
80,0.11217608641050571,0.5139479815390376
81,0.4399220511665962,0.5703247911308387
82,0.2833303956933607,0.38452513114981696
83,0.46922474443008866,0.5676619777881811
84,0.431553990170822,0.443531859130284
85,-0.12221033677864576,0.25401303395539243
86,0.3370200826387015,0.6376757119806691
87,0.24818971195264397,0.3739197244165584
88,0.25133666834538293,0.2091199103345871
89,0.3327132532310197,0.2136522131480276
90,0.019660848851435337,0.07099661832632093
91,0.22059141629779272,0.3077006181147067
92,0.37075583889003955,0.5788319856664134
93,0.2573954711480721,0.09914625512070774
94,0.09847461990416109,0.22363016556908827
95,0.2964906121027053,0.39673829879667644
96,0.24562435065844046,0.030330374157081525
97,0.22960561661083564,0.40778132637129927
98,0.32834696765974125,0.42095930194091924
99,0.2903390445014716,0.4003731220529723
