,51,51,51,51,51,103,103,103,103,103,154,154,154,154,154,206,206,206,206,206,257,257,257,257,257,309,309,309,309,309,360,360,360,360,360,412,412,412,412,412,463,463,463,463,463
,100,200,300,400,500,100,200,300,400,500,100,200,300,400,500,100,200,300,400,500,100,200,300,400,500,100,200,300,400,500,100,200,300,400,500,100,200,300,400,500,100,200,300,400,500
0,0.16156677794665117,0.16046315175100956,0.15953323338823475,0.16010737630845195,0.1589551936891695,0.15303626645130167,0.15216126979356023,0.15158915146739582,0.15127166682350077,0.15036008879245658,0.1618353910413345,0.16127043265477203,0.16120915815811812,0.16105440892285053,0.16087406169598983,0.15507897992286354,0.1542030119143035,0.1538469608355843,0.15345819310183084,0.15356930688847809,0.15535373376079392,0.1545558736146,0.15459752390566392,0.1540955650110759,0.15389043736519756,0.16086541601487506,0.16012280462224837,0.15980639067903374,0.15946758168389946,0.1591499209296874,0.1595161500911626,0.15891594574208517,0.15823891100061682,0.15787398275630857,0.15733449633000796,0.15914144951686815,0.15860007619057134,0.1579653973973758,0.15777641782377552,0.15737922233679766,0.15960854639810526,0.1589908011926454,0.1584080482826484,0.15840988686693844,0.15796387832667788
1,0.24807570703372228,0.24711613197315585,0.24550397181201908,0.24515158597416747,0.24585088854437895,0.2597087260205793,0.2596726802600969,0.25969228002419054,0.2578340861506324,0.26006240702949307,0.25653512886734653,0.25644173224943273,0.25629738104436467,0.25488016545976877,0.2567257364120419,0.25892254863975417,0.2586762120183096,0.2593068918267787,0.2577213860549886,0.2591016766757419,0.25797982650114404,0.25805398287322767,0.25798067703702654,0.25708112659310256,0.25827446379649954,0.2603617546773278,0.2601459582506245,0.2595949243047734,0.2594378031057712,0.2597941519018953,0.26114231931251136,0.2612084387972709,0.2605537436573954,0.260741948285356,0.2608469907592913,0.262816447497862,0.26272536659653833,0.26218553166683145,0.2624134014124716,0.2624363494058174,0.2637241651576128,0.2635383838510019,0.2633616115860449,0.2635508399270559,0.2635189959442444
2,0.2117495700147997,0.21168364351141436,0.2110051776926372,0.21117986253536683,0.21012739553410645,0.22455927160971845,0.22393252947075273,0.22384387907992678,0.22252015135234898,0.22341210879457746,0.217268524813757,0.21704988261399566,0.21664200353332913,0.21606201667254513,0.21582737990897266,0.22066890737887443,0.2201682553883555,0.21975186766235183,0.21892596652504118,0.21856166325462234,0.21715045096958913,0.21676033462075675,0.21628231325157135,0.21549587345857696,0.21517053917789603,0.2143398447935691,0.21405457411253617,0.21372112312224648,0.21322521459788174,0.21274622410240865,0.218734033073046,0.21838297247228328,0.2179480862852106,0.21752274389120177,0.217283678552844,0.2204820131016719,0.21993386080734462,0.21932399821687296,0.21903483933174514,0.2187399241181888,0.2221693796508877,0.22156124470668281,0.2208323626938741,0.2209095636879801,0.22026310409674094
3,0.16537696205528785,0.16514363294186332,0.16393817690357038,0.16489697749207902,0.16426874049169868,0.1718754220189175,0.17189926034077213,0.17154692718162257,0.17010068203629497,0.17089580901714999,0.17058665375867946,0.1704135382305005,0.16991006629049807,0.16882264365263658,0.1690774168113727,0.17747232442364358,0.17718561197254,0.177086333485925,0.17577920994932436,0.17602496410792,0.17935049284014568,0.17908551267189604,0.17921713551244595,0.17788860124408104,0.17800092461671108,0.17601505566136139,0.17592882526680123,0.1755533478077336,0.1742530267140901,0.17391821726098136,0.17667499136538592,0.17654900038565494,0.17599856958130278,0.17514149146729474,0.1744894881252659,0.17553005476052946,0.17521452062212206,0.1746736781510551,0.17390099270928885,0.17301569039389755,0.17461045249841314,0.1744562060881459,0.17386557358499027,0.17324647577174446,0.17253765523111017
4,0.2072336956486372,0.20685988304702926,0.2059291235727209,0.20472846953102375,0.2036458755802773,0.22114554015624205,0.21983434535092602,0.21944241077863777,0.21734859801955964,0.21837958805054272,0.22394626436227574,0.22298131041669514,0.2217917732980985,0.2199978566123873,0.22082406893165224,0.22891713113256695,0.2280750000433981,0.22777923657074495,0.22620763068782407,0.22798779894345764,0.23035622404516745,0.22952914844966613,0.2290988904201267,0.22751357282698403,0.22883819087825324,0.2339843502540996,0.23322622264153375,0.23307468283989927,0.2321220749174881,0.23356104814299072,0.2338630250369126,0.23322435089715501,0.23319155595967503,0.23246043635585678,0.23375450946196272,0.23511399282240614,0.23452297522669557,0.23423046833419228,0.23384420931955022,0.23494350181961143,0.23343835113654926,0.23282453027369887,0.23259405929279595,0.23214680625805698,0.23329793222118483
5,0.26744538727251993,0.26684428713091146,0.2655966333337945,0.2685822446513703,0.2664231378136341,0.2808456955640072,0.2799092422712046,0.28012977937296657,0.27964469030485417,0.2794254910807275,0.2801180959140008,0.28022394385572474,0.2796623018877053,0.28028201063700503,0.2810906365716423,0.27485874642434893,0.27448209244808675,0.2746125131689944,0.2746874408860696,0.2756984358656913,0.27969320554379073,0.2791653974344771,0.2796618511975539,0.27893134688747584,0.27938307670615,0.27857013910416206,0.2778968673301808,0.2783271018456519,0.277478381330385,0.27764085347346984,0.27767902555832147,0.2770199812972958,0.2774404560202326,0.2765339658401086,0.2765357105492898,0.27288242562507353,0.2720884216830683,0.2722659416810287,0.27155226290620216,0.27118739873736347,0.2682003320812776,0.2675815853527708,0.2676775744982716,0.2669241444936502,0.266743100562773
6,0.1643609269204855,0.16408855185675827,0.1636583914804723,0.163518683622886,0.1624726959270478,0.15571133306381624,0.15526871807006964,0.15532638545534067,0.15437763643865898,0.15448563473014412,0.16228586322119104,0.16198721316102135,0.16235710034141504,0.16058493922897227,0.1619799072939937,0.16293074823390863,0.16279969028718452,0.1637426860506005,0.16222209874094365,0.16282708614646504,0.16837379054807566,0.16818733620436255,0.16871281635410723,0.1673537417838249,0.1677264527635988,0.1702770991018481,0.16998079136864108,0.17046070907732577,0.16927795293236758,0.16978938580259637,0.16837170416102312,0.16809632672210198,0.16844522181764196,0.16752062607638743,0.1679057006126059,0.16853401391575532,0.16836225946950167,0.16857685923938417,0.16801062946940054,0.16828384919127698,0.16705863676316846,0.16680829237361897,0.16697542364831552,0.1662824752345384,0.1666291183785587
7,0.24205682059048228,0.2422213350098572,0.2426980072414497,0.24249710132631302,0.24077137530678783,0.24235712318685979,0.2414200453422372,0.24206179775774794,0.23957123875222597,0.23968904329736837,0.23767710285201898,0.2372119220709947,0.23780217819194807,0.23586036481632167,0.23648480471091513,0.24366772885948976,0.24304602256568789,0.24360608540576986,0.24260747839608357,0.24282075303068867,0.241526853690596,0.2410221183129845,0.2417045606324505,0.24065238138775497,0.24072706786098655,0.23987640009188974,0.2394971575910292,0.24017778707522625,0.23920936572178603,0.23931035732399752,0.24366679083324896,0.2432263428292547,0.24389411497908187,0.24323470640317796,0.24315862416967757,0.24508134451514396,0.24489324739330345,0.24534512639251146,0.24503298482116706,0.24488104176680264,0.24597219778266716,0.24569764309901673,0.2462080200261282,0.24595320731637396,0.24590253724998654
