42.00,13.50,37.50
30.00,16.50,45.00
60.00,16.50,40.50
45.00,19.50,52.50
57.00,19.50,49.50
40.50,19.50,43.50
48.00,19.50,36.00
31.50,21.00,49.50
24.00,21.00,34.50
66.00,21.00,37.50
51.00,22.50,45.00
25.50,24.00,43.50
40.50,24.00,33.00
40.50,25.50,46.50
22.50,25.50,28.50
25.50,27.00,51.00
33.00,28.50,60.00
28.50,28.50,39.00
46.50,30.00,49.50
52.50,30.00,63.00
45.00,31.50,55.50
22.50,31.50,51.00
70.50,31.50,45.00
67.50,31.50,52.50
19.50,33.00,40.50
25.50,34.50,36.00
40.50,34.50,52.50
63.00,36.00,37.50
25.50,36.00,55.50
48.00,36.00,52.50
45.00,37.50,58.50
16.50,39.00,43.50
67.50,40.50,43.50
22.50,40.50,52.50
15.00,40.50,52.50
66.00,42.00,54.00
72.00,42.00,48.00
55.50,42.00,39.00
37.50,42.00,39.00
69.00,42.00,36.00
40.50,42.00,61.50
24.00,45.00,42.00
45.00,45.00,61.50
27.00,46.50,34.50
18.00,46.50,52.50
16.50,46.50,45.00
51.00,46.50,42.00
66.00,46.50,42.00
67.50,48.00,60.00
58.50,49.50,63.00
22.50,49.50,48.00
72.00,49.50,48.00
22.50,51.00,55.50
69.00,51.00,54.00
28.50,51.00,43.50
63.00,51.00,43.50
51.00,51.00,39.00
39.00,51.00,39.00
28.50,51.00,37.50
15.00,51.00,40.50
60.00,52.50,36.00
64.50,52.50,66.00
19.50,52.50,30.00
69.00,54.00,61.50
22.50,55.50,58.50
72.00,55.50,55.50
72.00,55.50,46.50
72.00,55.50,40.50
24.00,57.00,63.00
24.00,57.00,45.00
39.00,57.00,37.50
75.00,57.00,28.50
45.00,58.50,51.00
36.00,58.50,67.50
64.50,58.50,66.00
60.00,58.50,40.50
57.00,60.00,67.50
19.50,60.00,39.00
66.00,60.00,60.00
46.50,60.00,34.50
18.00,60.00,27.00
66.00,63.00,43.50
72.00,63.00,42.00
31.50,63.00,28.50
46.50,64.50,58.50
28.50,64.50,69.00
40.50,64.50,61.50
66.00,64.50,57.00
16.50,66.00,46.50
49.50,66.00,37.50
75.00,66.00,34.50
58.50,66.00,30.00
48.00,66.00,48.00
40.50,66.00,48.00
24.00,66.00,40.50
18.00,67.50,57.00
72.00,67.50,51.00
58.50,67.50,24.00
63.00,67.50,60.00
24.00,67.50,46.50
69.00,69.00,60.00
66.00,69.00,51.00
75.00,69.00,42.00
72.00,70.50,55.50
42.00,70.50,52.50
54.00,70.50,36.00
22.50,70.50,60.00
48.00,70.50,45.00
57.00,72.00,25.50
63.00,72.00,18.00
40.50,72.00,45.00
48.00,73.50,51.00
61.50,73.50,24.00
61.50,73.50,58.50
51.05,73.55,45.00
28.50,75.00,57.00
19.50,75.00,52.50
61.50,75.00,33.00
27.00,75.00,31.50
48.00,75.00,28.50
57.00,75.00,19.50
28.50,75.00,21.00
22.50,76.50,39.00
69.00,76.50,54.00
70.50,76.50,43.50
67.50,76.50,33.00
52.50,76.50,25.50
34.50,76.50,25.50
36.00,78.00,36.00
45.00,78.00,24.00
61.50,78.00,21.00
39.00,79.50,57.00
36.00,79.50,46.50
63.00,79.50,55.50
25.50,81.00,42.00
49.50,81.00,57.00
22.50,81.00,51.00
51.00,81.00,28.50
30.00,81.00,51.00
28.50,81.00,21.00
46.50,82.50,52.50
60.00,82.50,49.50
42.00,82.50,30.00
37.50,82.50,25.50
52.50,82.50,52.50
66.00,82.50,49.50
40.50,82.50,43.50
37.50,84.00,52.50
34.50,84.00,34.50
55.50,84.00,19.50
48.00,84.00,19.50
48.00,85.50,40.50
30.00,85.50,43.50
28.50,85.50,34.50
36.00,85.50,19.50
63.00,87.00,34.50
60.00,88.50,40.50
39.00,90.00,37.50
31.50,90.00,37.50
46.50,91.50,42.00
