51.39,69.61,31.69
31.62,17.58,44.67
75.17,50.55,47.93
38.53,39.39,41.21
13.91,63.47,44.50
67.50,83.68,45.11
57.56,41.37,61.56
26.86,78.32,57.86
62.19,33.94,36.55
64.57,59.65,42.77
45.27,70.65,45.24
31.10,47.37,23.77
64.30,83.30,22.78
52.12,44.19,43.65
22.91,34.83,54.48
26.65,43.98,63.98
25.38,76.11,17.26
55.84,80.09,22.57
67.36,37.60,23.79
48.80,54.28,57.50
48.94,50.56,40.78
24.72,50.04,42.43
15.86,48.12,49.77
53.26,91.50,28.21
59.08,28.65,27.56
20.06,78.14,45.06
46.03,72.34,23.06
49.95,53.24,71.16
41.41,28.94,48.66
68.36,74.09,45.42
26.21,22.08,28.98
65.62,41.46,50.83
19.59,43.78,20.80
64.85,60.02,63.73
75.06,55.87,29.20
38.13,79.46,50.27
45.60,31.36,30.74
62.26,40.08,31.63
24.39,53.63,57.67
60.59,65.18,18.95
59.60,47.20,38.70
58.18,93.01,38.57
33.50,22.07,28.17
61.43,49.02,17.98
26.52,56.38,42.48
45.50,42.35,51.56
16.50,56.30,24.97
72.02,58.87,57.39
46.22,55.67,29.06
50.56,78.40,63.53
19.28,63.69,37.69
46.21,21.57,51.36
44.12,59.36,71.02
30.80,64.36,18.58
18.60,42.15,52.72
76.83,63.46,32.42
52.11,79.05,46.89
50.39,30.56,63.37
41.50,22.72,43.03
38.83,73.02,67.87
29.75,89.58,30.58
36.02,93.21,33.31
18.62,37.19,40.38
74.48,57.75,44.74
77.17,65.08,40.12
38.97,36.09,36.32
14.79,56.88,50.00
13.50,52.50,29.55
31.63,82.40,28.37
43.45,54.05,34.23
59.55,48.72,61.84
62.41,72.20,57.15
68.41,25.54,37.54
27.36,33.02,36.02
39.56,81.56,31.79
50.17,61.98,56.94
50.40,80.56,18.68
32.56,15.72,33.22
18.86,49.73,54.95
66.35,44.70,26.55
21.83,74.60,22.36
45.24,15.44,35.56
58.54,64.02,32.70
64.50,53.68,23.23
65.26,28.56,50.99
44.61,33.46,62.46
57.02,58.63,68.80
59.79,47.89,23.74
37.33,75.46,44.27
33.65,25.54,55.80
73.32,75.75,33.29
72.44,50.93,54.22
25.39,27.98,50.61
39.77,64.30,14.77
38.57,58.57,39.35
44.82,57.55,52.29
45.88,40.39,32.27
24.74,37.77,19.50
65.46,64.12,57.58
41.63,35.68,54.17
53.85,71.36,68.48
22.02,82.90,37.14
58.17,15.56,39.74
30.52,48.08,38.21
49.53,88.16,50.33
45.28,28.21,41.77
20.45,68.73,26.73
30.71,47.64,16.43
68.01,43.71,16.42
40.95,43.72,68.63
65.69,88.06,37.06
15.21,62.92,52.58
40.70,16.10,48.18
66.72,54.72,57.60
49.32,69.71,61.05
25.46,82.18,22.05
63.10,84.77,52.81
30.92,28.87,27.97
49.27,84.10,38.96
68.83,30.69,32.83
39.79,65.96,70.42
33.83,41.01,35.79
47.20,60.65,15.62
66.60,77.55,18.12
19.84,56.69,32.95
55.59,35.59,64.05
63.33,54.08,36.04
70.69,34.44,40.18
50.55,57.79,33.88
20.03,30.41,36.82
29.92,80.71,17.87
24.08,82.08,51.83
50.28,87.46,21.30
45.09,64.03,50.89
72.26,72.81,52.48
53.55,50.42,26.27
66.88,24.66,29.99
17.06,69.47,51.94
42.05,14.35,40.35
24.19,41.58,15.12
42.75,78.40,18.09
58.37,51.46,67.98
31.94,68.80,30.06
33.56,53.12,68.88
63.86,40.48,39.01
45.42,24.78,27.82
38.68,35.62,65.70
37.59,92.12,43.50
42.76,57.78,18.38
28.54,30.71,56.50
56.40,27.95,57.74
14.32,66.14,30.32
47.73,38.13,56.81
77.00,57.38,36.38
48.61,22.00,42.46
22.26,47.23,60.66
63.45,19.60,39.79
64.91,52.67,42.91
24.31,44.27,38.88
39.97,83.58,39.72
66.66,77.97,57.66
15.69,44.79,43.50
25.91,52.81,22.81
56.45,42.39,67.13
51.91,37.04,32.42
23.96,83.21,29.93
39.45,38.50,31.36
50.06,64.16,70.55
26.17,18.06,32.94
67.23,82.99,30.48
35.14,47.10,68.66
60.56,73.27,21.08
49.21,92.91,35.79
49.70,72.22,39.10
48.88,23.25,57.92
24.94,69.17,18.24
40.31,69.87,37.53
59.13,75.23,63.87
60.64,44.41,16.19
31.09,88.40,46.68
46.21,35.71,49.54
45.50,54.96,40.15
65.80,38.22,58.63
66.56,52.03,63.35
59.37,65.28,26.52
69.05,79.26,50.52
34.92,13.55,40.18
19.13,40.15,46.06
22.88,23.12,36.93
47.01,77.14,52.94
20.46,56.92,62.04
38.48,73.54,24.55
46.01,48.71,29.83
71.55,64.31,36.40
66.98,26.26,44.12
17.12,56.52,55.93
41.50,64.80,57.83
32.00,35.57,26.71
64.00,18.80,32.45
62.56,59.56,26.89
57.41,86.85,20.28
20.64,39.18,25.01
74.36,65.54,53.62
20.69,73.01,58.31
34.77,63.70,35.79
13.92,59.66,30.55
72.60,44.68,36.32
50.69,83.47,56.78
29.85,22.89,49.28
45.27,64.32,21.36
69.35,34.81,47.75
63.62,43.46,63.50
32.27,68.31,67.76
74.10,75.37,43.29
19.43,75.68,38.11
60.97,88.11,44.64
27.38,60.58,64.38
64.34,32.76,28.66
24.15,41.85,57.20
41.62,43.75,57.88
24.55,45.61,30.52
38.40,88.95,28.05
48.10,28.94,48.43
30.56,73.70,21.54
16.82,49.50,22.92
35.06,86.57,53.90
53.79,66.07,13.50
57.95,80.68,29.16
41.27,16.76,30.70
52.03,57.03,41.18
69.04,80.27,38.39
55.44,16.19,46.25
20.91,38.33,33.16
69.80,69.14,59.53
59.21,47.83,30.75
45.06,50.61,52.33
41.43,78.77,62.47
33.15,40.38,64.27
41.11,60.04,32.48
73.85,49.36,29.71
45.82,58.41,64.15
45.05,46.52,36.59
25.12,52.33,34.86
46.73,66.92,15.18
41.42,71.69,52.42
55.30,20.70,52.65
14.03,53.30,44.44
74.05,69.27,29.77
20.73,76.09,52.05
