61.26,50.51,29.93
57.95,56.94,34.64
52.74,56.86,40.39
54.89,53.61,39.59
54.16,55.55,29.77
62.61,48.76,38.69
60.71,53.16,48.84
60.12,56.83,37.72
56.59,56.71,45.31
49.30,52.60,47.13
47.85,60.60,42.83
50.03,61.28,43.16
47.33,57.32,47.33
50.05,58.84,47.48
47.52,53.64,41.29
52.80,63.39,35.44
48.47,61.69,39.69
50.13,64.15,44.48
55.83,60.35,48.73
53.37,57.32,46.74
54.09,60.42,44.95
53.49,68.20,34.78
53.49,54.23,44.34
59.03,49.90,46.15
57.17,47.50,41.25
53.55,53.45,43.89
54.95,63.16,36.63
52.69,54.91,41.20
57.11,56.94,48.20
53.79,49.83,42.74
52.86,59.10,46.75
59.00,52.31,41.75
53.57,63.81,44.52
56.44,60.94,39.92
55.47,56.29,48.69
51.80,66.31,47.93
55.72,54.96,41.52
57.03,59.00,46.70
51.20,48.57,36.87
50.91,60.84,42.24
51.38,52.55,45.98
51.50,55.87,45.99
48.39,54.55,47.56
51.79,46.32,42.27
51.54,60.05,46.39
54.50,52.13,43.19
46.94,48.94,44.50
49.83,49.02,47.76
50.67,57.36,50.17
49.57,55.34,42.64
49.40,52.81,44.50
55.17,50.95,44.51
49.66,52.53,44.47
49.34,51.24,41.41
51.30,57.72,45.40
53.71,47.42,43.80
46.93,51.28,47.46
46.57,40.68,46.36
51.97,46.71,42.65
48.89,44.93,39.89
47.78,46.02,43.96
53.02,44.92,37.71
45.77,58.51,47.93
48.90,50.69,52.85
53.86,55.23,43.40
59.74,59.27,42.99
53.20,45.89,42.82
48.54,52.19,41.55
51.27,46.98,42.72
51.94,48.36,42.83
54.04,53.29,42.15
47.53,49.53,47.47
50.05,46.87,41.90
56.98,51.19,38.35
48.90,53.16,46.11
56.58,61.67,48.07
49.00,50.35,49.33
51.18,48.61,47.35
55.44,55.16,54.57
52.92,43.23,39.28
47.43,42.27,41.86
56.64,53.06,42.58
54.87,52.26,42.96
51.39,49.01,42.05
52.64,49.06,44.91
53.74,59.54,49.30
51.66,42.71,42.34
52.56,56.97,46.09
54.66,63.02,47.17
55.73,52.89,40.77
49.71,62.70,41.44
52.59,50.66,37.67
54.41,45.49,45.92
51.46,59.36,41.47
51.81,58.39,42.01
59.73,59.46,47.35
62.05,64.41,32.78
54.79,44.50,41.38
52.89,46.98,44.60
49.30,48.51,49.56
53.40,61.66,48.23
55.68,55.04,44.71
60.58,59.87,40.49
58.44,56.33,37.62
54.57,57.28,46.81
48.61,62.80,43.90
52.25,50.01,51.58
49.90,65.88,41.21
49.53,43.02,36.17
54.34,52.21,43.96
